,Soil Moisture,Temperature, Soil Humidity,Air temperature (C),Air humidity (%),Pressure (KPa)
17463,43.0,8.0,25.0,34.15,32.75,100.9
17464,4.0,29.0,28.0,34.11,33.09,100.9
17465,21.0,43.0,64.0,34.06,33.43,100.9
17466,28.0,14.0,51.0,33.97,33.97,100.9
17467,71.0,28.0,40.0,33.87,34.5,100.9
17468,77.0,19.0,23.0,33.42,35.08,100.9
17469,38.0,42.0,28.0,32.98,35.65,100.9
17470,89.0,30.0,40.0,32.61,36.24,100.9
17471,89.0,34.0,31.0,32.24,36.83,100.89
17472,38.0,32.0,49.0,31.99,37.53,100.88
17473,8.0,23.0,23.0,31.74,38.23,100.88
17474,25.0,5.0,23.0,31.42,38.9,100.88
17475,88.0,38.0,40.0,31.09,39.58,100.88
17476,64.0,22.0,25.0,30.96,39.86,100.88
17477,25.0,0.0,23.0,30.84,40.13,100.88
17478,18.0,44.0,59.0,30.71,40.27,100.88
17479,35.0,27.0,67.0,30.58,40.41,100.88
17480,17.0,25.0,35.0,30.62,39.93,100.88
17481,90.0,3.0,51.0,30.66,39.45,100.88
17482,66.0,2.0,54.0,30.23,41.13,100.88
17483,70.0,31.0,63.0,29.8,42.81,100.89
17484,90.0,39.0,64.0,29.42,43.61,100.88
17485,3.0,44.0,28.0,29.05,44.41,100.88
17486,73.0,1.0,60.0,29.16,43.82,100.88
17487,10.0,40.0,44.0,29.28,43.23,100.87
17488,41.0,37.0,52.0,29.2,43.75,100.87
17489,29.0,2.0,23.0,29.13,44.27,100.87
17490,15.0,3.0,42.0,28.87,45.14,100.87
17491,64.0,3.0,33.0,28.61,46.01,100.87
17492,54.0,26.0,49.0,28.3,46.86,100.88
17493,10.0,14.0,23.0,27.99,47.7,100.89
17494,24.0,35.0,35.0,27.6,48.78,100.9
17495,84.0,26.0,46.0,27.21,49.85,100.9
17496,68.0,40.0,41.0,26.86,51.07,100.9
17497,80.0,31.0,25.0,26.51,52.29,100.9
17498,14.0,19.0,21.0,26.28,53.48,100.91
17499,34.0,43.0,39.0,26.04,54.67,100.92
17500,17.0,18.0,64.0,25.76,55.56,100.92
17501,72.0,42.0,68.0,25.49,56.46,100.92
17502,32.0,35.0,40.0,25.32,57.52,100.92
17503,14.0,42.0,42.0,25.16,58.58,100.91
17504,35.0,11.0,60.0,24.96,59.16,100.92
17505,2.0,36.0,56.0,24.77,59.73,100.92
17506,72.0,45.0,51.0,24.42,60.88,100.93
17507,43.0,38.0,42.0,24.07,62.03,100.94
17508,60.0,23.0,32.0,23.79,63.14,100.94
17509,8.0,43.0,25.0,23.51,64.26,100.95
17510,16.0,21.0,41.0,23.24,65.21,100.94
17511,79.0,0.0,65.0,22.97,66.15,100.94
17512,30.0,27.0,39.0,22.72,67.21,100.94
17513,63.0,0.0,50.0,22.46,68.27,100.95
17514,5.0,4.0,32.0,22.26,68.85,100.96
17515,35.0,9.0,21.0,22.06,69.43,100.97
17516,79.0,37.0,63.0,21.85,70.08,100.98
17517,60.0,21.0,59.0,21.64,70.73,100.98
17518,18.0,20.0,67.0,21.5,71.32,100.98
17519,48.0,12.0,64.0,21.36,71.91,100.99
17520,78.0,8.0,35.0,21.26,72.2,101.0
17521,20.0,2.0,56.0,21.15,72.49,101.01
17522,24.0,18.0,52.0,21.32,70.44,101.02
17523,86.0,3.0,36.0,21.49,68.38,101.03
17524,57.0,18.0,63.0,21.54,67.82,101.04
17525,59.0,7.0,23.0,21.6,67.26,101.04
17526,20.0,19.0,32.0,21.51,67.75,101.05
17527,7.0,27.0,48.0,21.42,68.24,101.06
17528,78.0,34.0,67.0,21.4,68.53,101.07
17529,65.0,43.0,38.0,21.39,68.81,101.08
17530,53.0,32.0,49.0,21.34,69.24,101.08
17531,19.0,25.0,35.0,21.29,69.66,101.09
17532,87.0,12.0,45.0,21.26,69.84,101.1
17533,38.0,9.0,37.0,21.23,70.01,101.11
17534,44.0,44.0,24.0,21.28,69.62,101.12
17535,68.0,12.0,46.0,21.32,69.23,101.12
17536,86.0,14.0,33.0,21.29,69.06,101.12
17537,81.0,4.0,34.0,21.26,68.9,101.13
17538,21.0,10.0,57.0,21.28,68.5,101.14
17539,87.0,8.0,34.0,21.3,68.11,101.15
17540,78.0,23.0,54.0,21.25,68.51,101.15
17541,77.0,22.0,47.0,21.2,68.91,101.15
17542,6.0,4.0,47.0,21.08,69.73,101.16
17543,62.0,18.0,68.0,20.95,70.55,101.16
17544,86.0,12.0,31.0,20.96,70.22,101.16
17545,27.0,11.0,35.0,20.98,69.9,101.16
17546,90.0,36.0,24.0,20.86,70.98,101.16
17547,64.0,5.0,51.0,20.74,72.07,101.17
17548,7.0,37.0,35.0,20.72,72.92,101.18
17549,45.0,43.0,45.0,20.7,73.78,101.18
17550,41.0,26.0,43.0,20.68,73.88,101.18
17551,14.0,15.0,66.0,20.67,73.99,101.18
17552,54.0,2.0,40.0,20.64,73.88,101.18
17553,81.0,5.0,58.0,20.6,73.76,101.19
17554,46.0,13.0,62.0,20.44,74.52,101.19
17555,62.0,9.0,58.0,20.27,75.28,101.19
17556,43.0,41.0,33.0,20.2,75.75,101.19
17557,65.0,43.0,53.0,20.14,76.22,101.19
17558,50.0,33.0,22.0,20.1,76.31,101.18
17559,26.0,1.0,70.0,20.06,76.4,101.18
17560,15.0,35.0,37.0,19.99,76.58,101.18
17561,30.0,31.0,68.0,19.93,76.76,101.18
17562,83.0,32.0,37.0,19.88,76.95,101.18
17563,65.0,23.0,46.0,19.83,77.14,101.18
17564,88.0,42.0,47.0,19.77,77.24,101.18
17565,80.0,19.0,22.0,19.72,77.35,101.18
17566,53.0,24.0,59.0,19.72,77.17,101.18
17567,88.0,1.0,27.0,19.71,76.98,101.17
17568,30.0,40.0,64.0,19.71,76.8,101.17
17569,4.0,1.0,33.0,19.71,76.3,101.16
17570,64.0,16.0,20.0,19.71,75.8,101.16
17571,66.0,27.0,31.0,19.82,74.97,101.16
17572,58.0,29.0,49.0,19.92,74.14,101.15
17573,2.0,12.0,26.0,19.98,73.32,101.15
17574,76.0,38.0,43.0,20.04,72.49,101.15
17575,43.0,13.0,42.0,20.13,71.68,101.15
17576,45.0,14.0,69.0,20.22,70.86,101.14
17577,30.0,30.0,66.0,20.17,70.58,101.14
17578,27.0,4.0,60.0,20.13,70.29,101.13
17579,84.0,34.0,50.0,20.03,70.68,101.12
17580,48.0,14.0,61.0,19.93,71.07,101.12
17581,7.0,42.0,33.0,19.91,71.06,101.12
17582,23.0,14.0,34.0,19.89,71.06,101.11
17583,34.0,33.0,56.0,19.89,70.94,101.1
17584,48.0,35.0,39.0,19.89,70.81,101.09
17585,66.0,12.0,58.0,19.87,70.91,101.08
17586,75.0,8.0,57.0,19.84,71.01,101.08
17587,45.0,37.0,40.0,19.82,71.1,101.08
17588,10.0,22.0,70.0,19.8,71.18,101.08
17589,17.0,5.0,47.0,19.65,71.56,101.07
17590,84.0,18.0,63.0,19.5,71.93,101.07
17591,1.0,19.0,60.0,19.42,72.22,101.06
17592,78.0,23.0,32.0,19.34,72.52,101.06
17593,89.0,3.0,46.0,19.26,72.81,101.06
17594,28.0,24.0,47.0,19.18,73.1,101.06
17595,23.0,37.0,55.0,19.12,73.26,101.06
17596,54.0,38.0,67.0,19.06,73.43,101.05
17597,58.0,9.0,43.0,19.02,73.49,101.05
17598,29.0,10.0,34.0,18.97,73.55,101.05
17599,2.0,38.0,54.0,18.94,73.54,101.05
17600,23.0,21.0,58.0,18.91,73.52,101.05
17601,12.0,4.0,45.0,18.94,73.41,101.06
17602,39.0,43.0,48.0,18.98,73.3,101.06
17603,83.0,1.0,38.0,19.01,73.22,101.05
17604,56.0,4.0,69.0,19.04,73.14,101.04
17605,75.0,22.0,26.0,18.99,73.48,101.04
17606,54.0,42.0,64.0,18.94,73.83,101.04
17607,87.0,1.0,47.0,18.91,73.99,101.04
17608,29.0,14.0,22.0,18.88,74.15,101.05
17609,83.0,40.0,54.0,18.76,74.78,101.05
17610,90.0,12.0,48.0,18.65,75.41,101.05
17611,82.0,33.0,58.0,18.58,75.66,101.05
17612,62.0,11.0,34.0,18.52,75.92,101.05
17613,41.0,7.0,47.0,18.51,76.06,101.05
17614,14.0,12.0,60.0,18.5,76.21,101.05
17615,34.0,11.0,29.0,18.52,76.34,101.06
17616,58.0,32.0,49.0,18.53,76.47,101.06
17617,30.0,9.0,66.0,18.69,76.05,101.06
17618,6.0,4.0,37.0,18.85,75.63,101.06
17619,45.0,15.0,50.0,18.88,75.57,101.06
17620,20.0,16.0,69.0,18.91,75.52,101.06
17621,35.0,24.0,42.0,18.83,76.13,101.06
17622,8.0,13.0,28.0,18.75,76.75,101.06
17623,84.0,8.0,24.0,18.84,76.68,101.06
17624,16.0,38.0,24.0,18.93,76.61,101.06
17625,73.0,18.0,29.0,18.99,76.51,101.06
17626,62.0,17.0,45.0,19.04,76.42,101.07
17627,12.0,20.0,20.0,19.1,76.32,101.07
17628,6.0,12.0,51.0,19.16,76.54,101.07
17629,39.0,6.0,45.0,19.23,76.75,101.08
17630,49.0,45.0,64.0,19.26,77.04,101.08
17631,87.0,19.0,25.0,19.3,77.33,101.08
17632,81.0,28.0,43.0,19.32,77.72,101.08
17633,27.0,20.0,65.0,19.34,78.1,101.08
17634,32.0,30.0,22.0,19.38,78.54,101.08
17635,56.0,21.0,42.0,19.43,78.97,101.08
17636,33.0,32.0,27.0,19.42,79.3,101.08
17637,6.0,43.0,33.0,19.42,79.62,101.09
17638,4.0,28.0,41.0,19.4,79.78,101.1
17639,31.0,41.0,28.0,19.38,79.93,101.1
17640,68.0,9.0,29.0,19.3,80.43,101.1
17641,74.0,19.0,26.0,19.22,80.92,101.11
17642,66.0,30.0,23.0,19.12,81.42,101.11
17643,45.0,40.0,48.0,19.01,81.92,101.11
17644,85.0,26.0,51.0,18.96,82.22,101.12
17645,9.0,39.0,20.0,18.91,82.52,101.12
17646,16.0,1.0,68.0,18.9,82.74,101.12
17647,31.0,33.0,39.0,18.88,82.95,101.12
17648,54.0,43.0,47.0,18.84,83.15,101.12
17649,83.0,32.0,70.0,18.79,83.34,101.12
17650,83.0,39.0,24.0,18.82,83.35,101.12
17651,3.0,34.0,34.0,18.86,83.36,101.12
17652,4.0,10.0,41.0,18.94,83.23,101.12
17653,35.0,18.0,51.0,19.02,83.1,101.13
17654,20.0,15.0,35.0,19.29,82.22,101.14
17655,70.0,41.0,29.0,19.56,81.33,101.14
17656,31.0,33.0,50.0,20.01,79.58,101.14
17657,79.0,20.0,56.0,20.46,77.83,101.13
17658,37.0,23.0,68.0,20.96,75.92,101.14
17659,22.0,20.0,22.0,21.47,74.01,101.14
17660,20.0,24.0,67.0,21.99,71.78,101.15
17661,62.0,45.0,57.0,22.52,69.55,101.15
17662,7.0,21.0,24.0,22.92,67.84,101.15
17663,25.0,31.0,28.0,23.32,66.14,101.15
17664,44.0,42.0,38.0,23.82,64.44,101.15
17665,45.0,14.0,36.0,24.32,62.73,101.14
17666,30.0,6.0,37.0,24.82,60.94,101.16
17667,18.0,24.0,31.0,25.31,59.14,101.17
17668,75.0,41.0,57.0,25.99,56.68,101.18
17669,2.0,30.0,61.0,26.68,54.23,101.18
17670,3.0,23.0,25.0,27.08,52.98,101.18
17671,16.0,10.0,32.0,27.49,51.74,101.19
17672,47.0,21.0,29.0,27.86,50.74,101.2
17673,87.0,11.0,28.0,28.24,49.74,101.2
17674,62.0,18.0,46.0,28.43,48.36,101.2
17675,75.0,23.0,70.0,28.62,46.99,101.2
17676,6.0,12.0,48.0,29.2,45.14,101.2
17677,34.0,28.0,45.0,29.79,43.29,101.2
17678,25.0,3.0,67.0,30.14,42.0,101.2
17679,2.0,3.0,41.0,30.5,40.7,101.21
17680,9.0,10.0,20.0,31.1,38.85,101.22
17681,74.0,26.0,38.0,31.69,37.0,101.23
17682,66.0,43.0,57.0,31.77,36.3,101.24
17683,58.0,39.0,21.0,31.85,35.61,101.25
17684,49.0,25.0,70.0,31.94,35.03,101.26
17685,65.0,8.0,22.0,32.03,34.46,101.27
17686,32.0,20.0,63.0,32.33,34.04,101.26
17687,38.0,33.0,34.0,32.62,33.62,101.25
17688,25.0,19.0,32.0,33.07,32.88,101.24
17689,51.0,20.0,46.0,33.52,32.15,101.24
17690,57.0,19.0,52.0,33.89,31.44,101.24
17691,56.0,9.0,69.0,34.26,30.73,101.24
17692,44.0,13.0,67.0,35.11,29.54,101.24
17693,80.0,1.0,34.0,35.95,28.36,101.23
17694,53.0,1.0,43.0,36.12,27.56,101.23
17695,21.0,34.0,25.0,36.29,26.76,101.23
17696,61.0,7.0,20.0,36.63,25.94,101.22
17697,43.0,29.0,67.0,36.97,25.11,101.22
17698,79.0,17.0,23.0,37.04,23.74,101.22
17699,47.0,6.0,46.0,37.12,22.37,101.21
17700,34.0,3.0,57.0,37.32,21.22,101.22
17701,62.0,42.0,29.0,37.51,20.07,101.22
17702,11.0,10.0,55.0,37.8,19.48,101.22
17703,68.0,24.0,40.0,38.08,18.88,101.22
17704,78.0,32.0,38.0,38.22,17.62,101.22
17705,14.0,29.0,52.0,38.35,16.37,101.21
17706,72.0,18.0,47.0,39.0,16.06,101.2
17707,51.0,12.0,66.0,39.66,15.75,101.2
17708,83.0,45.0,26.0,39.36,15.34,101.2
17709,33.0,8.0,33.0,39.07,14.93,101.2
17710,54.0,36.0,63.0,39.51,14.63,101.2
17711,72.0,20.0,31.0,39.95,14.33,101.19
17712,4.0,14.0,64.0,40.33,14.33,101.19
17713,22.0,42.0,36.0,40.71,14.33,101.19
17714,57.0,2.0,48.0,40.48,14.56,101.18
17715,88.0,12.0,20.0,40.25,14.78,101.18
17716,24.0,24.0,42.0,40.68,14.61,101.17
17717,80.0,45.0,52.0,41.11,14.44,101.16
17718,74.0,31.0,51.0,40.9,14.76,101.15
17719,57.0,25.0,48.0,40.69,15.08,101.14
17720,86.0,45.0,58.0,40.86,15.05,101.14
17721,64.0,0.0,20.0,41.03,15.02,101.13
17722,53.0,36.0,70.0,41.28,14.58,101.12
17723,55.0,12.0,58.0,41.52,14.13,101.11
17724,34.0,31.0,46.0,41.59,14.08,101.1
17725,30.0,40.0,59.0,41.66,14.04,101.1
17726,64.0,32.0,38.0,41.55,14.11,101.1
17727,8.0,24.0,35.0,41.44,14.18,101.09
17728,10.0,7.0,54.0,40.12,15.08,101.08
17729,29.0,40.0,63.0,38.81,15.99,101.08
17730,82.0,31.0,49.0,39.73,15.44,101.07
17731,15.0,5.0,42.0,40.65,14.9,101.06
17732,7.0,13.0,48.0,39.56,14.93,101.04
17733,88.0,38.0,50.0,38.46,14.96,101.03
17734,30.0,3.0,47.0,38.92,14.76,101.02
17735,30.0,10.0,20.0,39.37,14.55,101.02
17736,5.0,42.0,22.0,39.83,14.33,101.02
17737,46.0,24.0,35.0,40.3,14.11,101.02
17738,70.0,2.0,53.0,39.95,17.45,101.02
17739,15.0,20.0,29.0,39.6,20.78,101.01
17740,36.0,33.0,35.0,39.25,24.12,101.0
17741,90.0,9.0,43.0,38.9,27.46,101.0
17742,88.0,25.0,46.0,37.64,30.08,101.0
17743,49.0,2.0,46.0,36.37,32.7,100.99
17744,57.0,5.0,62.0,36.56,32.58,100.98
17745,53.0,45.0,26.0,36.74,32.45,100.97
17746,6.0,17.0,69.0,36.58,32.8,100.96
17747,40.0,21.0,26.0,36.43,33.15,100.95
17748,66.0,16.0,36.0,36.04,33.62,100.95
17749,82.0,41.0,57.0,35.65,34.09,100.95
17750,16.0,41.0,46.0,35.17,35.02,100.95
17751,64.0,19.0,48.0,34.69,35.94,100.95
17752,85.0,35.0,33.0,34.54,36.14,100.94
17753,13.0,31.0,31.0,34.39,36.34,100.93
17754,14.0,19.0,52.0,34.03,37.06,100.93
17755,22.0,23.0,36.0,33.67,37.79,100.92
17756,88.0,38.0,57.0,33.72,37.72,100.92
17757,25.0,40.0,25.0,33.77,37.66,100.91
17758,84.0,0.0,39.0,33.84,37.54,100.92
17759,54.0,29.0,37.0,33.92,37.43,100.92
17760,81.0,2.0,67.0,33.61,37.56,100.92
17761,7.0,24.0,20.0,33.3,37.68,100.92
17762,71.0,8.0,70.0,33.0,37.52,100.91
17763,17.0,22.0,50.0,32.71,37.37,100.9
17764,38.0,40.0,51.0,32.39,36.14,100.89
17765,85.0,45.0,48.0,32.14,36.68,100.89
17766,32.0,37.0,54.0,31.88,37.23,100.89
17767,2.0,9.0,49.0,31.6,38.16,100.89
17768,16.0,44.0,33.0,31.33,39.09,100.89
17769,46.0,32.0,31.0,30.92,40.27,100.89
17770,32.0,3.0,35.0,30.52,41.45,100.89
17771,71.0,31.0,26.0,30.27,42.08,100.89
17772,44.0,19.0,36.0,30.02,42.72,100.89
17773,25.0,41.0,54.0,29.78,43.39,100.88
17774,89.0,32.0,20.0,29.54,44.06,100.88
17775,83.0,15.0,66.0,29.3,44.72,100.87
17776,89.0,44.0,56.0,29.06,45.39,100.86
17777,74.0,17.0,52.0,28.88,45.58,100.86
17778,10.0,36.0,51.0,28.69,45.77,100.86
17779,32.0,0.0,46.0,28.56,46.45,100.86
17780,42.0,8.0,39.0,28.43,47.13,100.87
17781,24.0,2.0,48.0,28.32,47.55,100.87
17782,20.0,34.0,43.0,28.22,47.97,100.87
17783,61.0,29.0,52.0,28.04,48.36,100.88
17784,58.0,36.0,51.0,27.86,48.76,100.88
17785,35.0,40.0,21.0,27.52,49.59,100.88
17786,39.0,34.0,67.0,27.18,50.42,100.89
17787,66.0,27.0,70.0,26.91,51.12,100.9
17788,17.0,32.0,61.0,26.64,51.83,100.9
17789,30.0,43.0,60.0,26.5,51.86,100.9
17790,81.0,33.0,57.0,26.36,51.89,100.9
17791,48.0,43.0,56.0,26.0,52.5,100.9
17792,46.0,36.0,28.0,25.65,53.11,100.91
17793,58.0,29.0,59.0,25.22,54.58,100.92
17794,79.0,33.0,33.0,24.78,56.04,100.92
17795,4.0,31.0,25.0,24.43,57.12,100.92
17796,64.0,27.0,48.0,24.08,58.21,100.92
17797,65.0,33.0,39.0,23.87,58.86,100.92
17798,64.0,14.0,21.0,23.67,59.52,100.93
17799,34.0,6.0,20.0,23.46,60.17,100.93
17800,14.0,39.0,31.0,23.39,59.8,100.93
17801,59.0,35.0,67.0,23.32,59.44,100.93
17802,75.0,32.0,61.0,23.39,58.06,100.94
17803,19.0,12.0,49.0,23.46,56.68,100.94
17804,13.0,43.0,68.0,23.29,57.38,100.94
17805,84.0,5.0,65.0,23.12,58.08,100.95
17806,72.0,42.0,38.0,23.01,58.58,100.95
17807,69.0,22.0,29.0,22.89,59.07,100.95
17808,45.0,4.0,63.0,22.79,59.56,100.96
17809,32.0,12.0,30.0,22.69,60.04,100.96
17810,71.0,15.0,48.0,22.58,60.48,100.96
17811,65.0,30.0,64.0,22.48,60.93,100.97
17812,43.0,42.0,30.0,22.48,60.86,100.98
17813,13.0,17.0,30.0,22.47,60.79,100.99
17814,18.0,26.0,52.0,22.46,61.0,101.0
17815,46.0,45.0,62.0,22.44,61.21,101.01
17816,83.0,40.0,64.0,22.41,61.62,101.01
17817,64.0,29.0,22.0,22.38,62.02,101.01
17818,88.0,16.0,54.0,22.29,62.72,101.02
17819,54.0,4.0,38.0,22.2,63.41,101.02
17820,37.0,22.0,31.0,22.14,63.89,101.02
17821,24.0,12.0,48.0,22.07,64.37,101.03
17822,7.0,4.0,21.0,22.06,64.87,101.04
17823,85.0,4.0,67.0,22.05,65.36,101.04
17824,22.0,36.0,20.0,22.03,65.96,101.04
17825,34.0,34.0,50.0,22.01,66.57,101.05
17826,54.0,9.0,53.0,21.98,67.04,101.06
17827,16.0,38.0,35.0,21.95,67.5,101.06
17828,29.0,42.0,63.0,21.92,67.94,101.06
17829,15.0,11.0,20.0,21.89,68.37,101.07
17830,52.0,17.0,31.0,21.86,68.69,101.08
17831,5.0,20.0,46.0,21.84,69.02,101.09
17832,62.0,1.0,21.0,21.82,68.96,101.1
17833,26.0,39.0,33.0,21.81,68.91,101.11
17834,3.0,1.0,63.0,21.74,69.19,101.12
17835,6.0,18.0,37.0,21.66,69.48,101.12
17836,79.0,24.0,60.0,21.62,69.74,101.12
17837,67.0,31.0,69.0,21.59,70.01,101.13
17838,39.0,34.0,65.0,21.51,70.5,101.14
17839,24.0,41.0,58.0,21.43,70.98,101.14
17840,75.0,20.0,53.0,21.4,71.09,101.15
17841,18.0,25.0,65.0,21.38,71.19,101.16
17842,21.0,29.0,59.0,21.41,70.88,101.16
17843,5.0,7.0,44.0,21.44,70.56,101.17
17844,40.0,7.0,39.0,21.46,70.26,101.17
17845,5.0,44.0,61.0,21.48,69.95,101.17
17846,56.0,1.0,58.0,21.42,70.41,101.16
17847,33.0,45.0,61.0,21.37,70.88,101.16
17848,70.0,29.0,22.0,21.33,71.18,101.16
17849,41.0,31.0,29.0,21.28,71.48,101.16
17850,54.0,40.0,46.0,21.24,71.65,101.16
17851,46.0,40.0,27.0,21.21,71.82,101.17
17852,67.0,9.0,63.0,21.18,72.11,101.17
17853,19.0,27.0,33.0,21.14,72.4,101.17
17854,77.0,30.0,32.0,21.11,72.76,101.16
17855,31.0,2.0,39.0,21.08,73.11,101.16
17856,89.0,42.0,32.0,21.05,73.19,101.16
17857,51.0,34.0,46.0,21.02,73.27,101.16
17858,3.0,13.0,45.0,20.96,73.49,101.16
17859,23.0,10.0,70.0,20.9,73.71,101.15
17860,20.0,2.0,35.0,20.88,73.8,101.15
17861,51.0,6.0,22.0,20.86,73.89,101.14
17862,76.0,17.0,32.0,20.82,74.04,101.14
17863,19.0,7.0,37.0,20.78,74.19,101.14
17864,88.0,2.0,41.0,20.75,74.3,101.14
17865,29.0,14.0,34.0,20.72,74.4,101.14
17866,18.0,26.0,35.0,20.7,74.51,101.14
17867,26.0,25.0,32.0,20.67,74.62,101.14
17868,5.0,4.0,30.0,20.64,74.82,101.14
17869,32.0,31.0,42.0,20.6,75.01,101.13
17870,84.0,20.0,28.0,20.55,75.12,101.12
17871,29.0,28.0,52.0,20.51,75.22,101.12
17872,30.0,17.0,26.0,20.46,75.32,101.11
17873,2.0,36.0,24.0,20.41,75.43,101.1
17874,42.0,18.0,63.0,20.4,75.4,101.1
17875,51.0,34.0,25.0,20.38,75.37,101.09
17876,88.0,44.0,30.0,20.37,75.34,101.09
17877,9.0,39.0,41.0,20.36,75.32,101.08
17878,1.0,8.0,24.0,20.35,75.29,101.08
17879,81.0,17.0,66.0,20.33,75.26,101.07
17880,52.0,13.0,68.0,20.32,75.23,101.07
17881,83.0,8.0,23.0,20.27,75.5,101.07
17882,26.0,42.0,25.0,20.22,75.78,101.06
17883,70.0,13.0,41.0,20.16,76.05,101.06
17884,60.0,16.0,36.0,20.11,76.32,101.06
17885,70.0,26.0,37.0,20.08,76.46,101.06
17886,33.0,26.0,21.0,20.06,76.59,101.06
17887,23.0,16.0,50.0,20.04,76.49,101.05
17888,77.0,27.0,46.0,20.01,76.39,101.04
17889,42.0,7.0,59.0,19.98,76.28,101.04
17890,17.0,4.0,36.0,19.94,76.16,101.03
17891,66.0,15.0,58.0,19.87,76.28,101.02
17892,43.0,4.0,51.0,19.8,76.41,101.02
17893,62.0,38.0,29.0,19.74,76.47,101.02
17894,60.0,19.0,65.0,19.68,76.53,101.02
17895,67.0,0.0,34.0,19.68,76.51,101.02
17896,27.0,42.0,32.0,19.67,76.49,101.01
17897,87.0,0.0,30.0,19.6,76.91,101.01
17898,63.0,16.0,56.0,19.54,77.34,101.01
17899,56.0,1.0,43.0,19.52,77.38,101.01
17900,84.0,4.0,70.0,19.51,77.42,101.01
17901,57.0,19.0,52.0,19.54,77.04,101.01
17902,54.0,9.0,64.0,19.57,76.66,101.01
17903,22.0,15.0,30.0,19.54,76.44,101.02
17904,67.0,35.0,62.0,19.51,76.21,101.02
17905,72.0,43.0,38.0,19.48,76.39,101.02
17906,85.0,27.0,41.0,19.44,76.57,101.01
17907,25.0,27.0,44.0,19.51,76.57,101.02
17908,38.0,16.0,54.0,19.57,76.57,101.02
17909,55.0,13.0,70.0,19.56,76.66,101.02
17910,72.0,21.0,36.0,19.54,76.76,101.02
17911,54.0,11.0,69.0,19.57,76.84,101.02
17912,7.0,44.0,52.0,19.6,76.92,101.03
17913,18.0,41.0,46.0,19.53,77.44,101.03
17914,80.0,16.0,45.0,19.46,77.95,101.03
17915,27.0,43.0,21.0,19.48,78.06,101.03
17916,29.0,5.0,37.0,19.51,78.17,101.03
17917,15.0,5.0,59.0,19.45,78.6,101.02
17918,30.0,10.0,49.0,19.4,79.03,101.02
17919,81.0,1.0,26.0,19.34,79.37,101.02
17920,5.0,39.0,44.0,19.29,79.7,101.02
17921,15.0,31.0,58.0,19.22,80.4,101.02
17922,37.0,13.0,53.0,19.15,81.11,101.02
17923,17.0,23.0,59.0,19.16,81.44,101.02
17924,30.0,29.0,51.0,19.17,81.76,101.02
17925,23.0,42.0,67.0,19.31,81.43,101.02
17926,59.0,38.0,58.0,19.45,81.1,101.03
17927,78.0,11.0,51.0,19.5,81.04,101.04
17928,86.0,3.0,50.0,19.55,80.97,101.04
17929,65.0,7.0,52.0,19.55,81.07,101.05
17930,22.0,28.0,54.0,19.55,81.17,101.06
17931,29.0,9.0,44.0,19.47,81.58,101.06
17932,20.0,0.0,67.0,19.39,81.98,101.06
17933,58.0,16.0,24.0,19.28,82.54,101.06
17934,29.0,18.0,68.0,19.18,83.11,101.07
17935,20.0,45.0,44.0,19.1,83.53,101.08
17936,39.0,44.0,51.0,19.02,83.94,101.08
17937,66.0,31.0,35.0,18.94,84.36,101.09
17938,75.0,3.0,44.0,18.96,84.54,101.1
17939,37.0,23.0,25.0,18.98,84.71,101.1
17940,37.0,14.0,41.0,19.14,84.4,101.1
17941,79.0,30.0,33.0,19.31,84.08,101.09
17942,2.0,29.0,70.0,19.61,83.22,101.09
17943,15.0,42.0,66.0,19.91,82.36,101.09
17944,50.0,3.0,32.0,20.22,81.4,101.09
17945,17.0,31.0,44.0,20.53,80.43,101.09
17946,36.0,14.0,56.0,21.02,78.59,101.1
17947,85.0,34.0,35.0,21.5,76.74,101.11
17948,23.0,28.0,33.0,22.05,74.62,101.12
17949,50.0,11.0,27.0,22.6,72.51,101.13
17950,72.0,37.0,62.0,23.2,70.58,101.12
17951,49.0,37.0,66.0,23.81,68.64,101.12
17952,82.0,30.0,21.0,24.35,66.9,101.12
17953,56.0,3.0,55.0,24.89,65.15,101.12
17954,3.0,11.0,51.0,25.35,63.39,101.12
17955,16.0,27.0,44.0,25.81,61.62,101.13
17956,30.0,19.0,41.0,26.14,60.5,101.14
17957,74.0,45.0,49.0,26.47,59.37,101.14
17958,18.0,33.0,29.0,27.22,56.7,101.15
17959,10.0,0.0,24.0,27.98,54.02,101.15
17960,60.0,15.0,66.0,28.52,52.07,101.15
17961,45.0,13.0,68.0,29.05,50.12,101.15
17962,41.0,43.0,37.0,29.32,48.78,101.16
17963,2.0,27.0,53.0,29.58,47.43,101.16
17964,34.0,7.0,56.0,30.22,46.04,101.16
17965,38.0,8.0,32.0,30.86,44.66,101.17
17966,68.0,24.0,48.0,31.65,42.5,101.18
17967,35.0,40.0,53.0,32.44,40.34,101.18
17968,44.0,43.0,32.0,32.73,38.01,101.18
17969,5.0,10.0,51.0,33.02,35.67,101.18
17970,8.0,23.0,39.0,33.34,34.81,101.18
17971,58.0,30.0,36.0,33.66,33.94,101.18
17972,30.0,28.0,32.0,33.98,33.08,101.18
17973,42.0,31.0,69.0,34.3,32.22,101.18
17974,24.0,9.0,43.0,34.97,31.24,101.18
17975,38.0,7.0,59.0,35.63,30.27,101.19
17976,69.0,40.0,59.0,35.95,29.28,101.2
17977,67.0,42.0,64.0,36.27,28.3,101.21
17978,22.0,45.0,32.0,36.53,26.89,101.21
